document_count,occurrence_count,files,chars,text
3,3,"34.txt,43.txt,63.txt",70,"- Đã được điều trị nhiễm khuẩn đường tiết niệu, vị trí không xác định."
3,3,"23.txt,45.txt,50.txt",68,Thời điểm khởi phát triệu chứng: nhìn mờ tiến triển trong 2 tuần qua
3,3,"23.txt,45.txt,50.txt",67,- Nhập viện trước đây vào khoa Thần kinh để điều trị chứng đau đầu.
3,3,"23.txt,45.txt,50.txt",60,- Hệ thống dẫn lưu được chỉnh sửa/thay thế lại khi [Số] tuổi
3,3,"23.txt,45.txt,50.txt",59,- Hệ thống dẫn lưu được chỉnh sửa/thay thế khi 3 tháng tuổi
3,3,"34.txt,43.txt,63.txt",55,Thời điểm khởi phát triệu chứng: Khoảng một tháng trước
3,3,"46.txt,55.txt,97.txt",53,- Đặt shunt động tĩnh mạch (AVF) ở tay phải (RUE AVF)
3,3,"23.txt,45.txt,50.txt",49,- Phù gai thị (theo báo cáo của bác sĩ nhãn khoa)
3,3,"23.txt,45.txt,50.txt",48,Lý do nhập viện: đau đầu kéo dài kèm theo mờ mắt
3,3,"34.txt,43.txt,63.txt",46,- Liều gleevec đã ngừng cách nhập viện 5 ngày.
3,3,"46.txt,55.txt,97.txt",46,"Lý do nhập viện: mệt mỏi, mất trí nhớ chi tiết"
3,3,"34.txt,43.txt,63.txt",45,- allopurinol đã ngừng cách nhập viện 5 ngày.
3,4,"42.txt,62.txt,95.txt",45,- thỉnh thoảng tiêu chảy các thuốc của ông ấy
2,2,"7.txt,9.txt",1889,". Từ năm 24-26 tuổi em có dấu hiệu đau bao tử (thỉnh thoảng đau và sau 1-2 tiếng thì hết do thời gian này em sống xa gia đình nên ăn uống thất thường) nhưng không khám cũng như không uống thuốc gì cả. Năm 27 tuổi em đi nội soi ở BV thì BS nói em có ổ loét trong bao tử và có cho thuốc uống theo lộ trình dài nhưng em chỉ uống hết liều thuốc lần 1 đó mà không tiếp tục điều trị. Thay vào đó em đã chuyển về sống cùng gia đình và ăn uống rất điều độ nên hầu như em không bị đau lại nữa. Sau đó em uống tinh bột nghệ tách tinh dầu vào mỗi buổi sáng khi ngủ dậy. Em thấy không còn bị đau như trước và cơ thể cũng có cảm giác khỏe lên. Nay em đang có thai lần 2 nên em ngưng không uống bôt nghệ nữa. Tuy thai mới được 20w nhưng em đã tăng 10kg (mặc dù em ăn nhiêu ói bấy nhiêu). Đi khám bác sĩ cũng tư vấn em hạn chế ăn tinh bột. Tối hôm 03/5/2021 em không ăn cơm mà chỉ ăn rau luộc sau đó ăn thêm 2 quả chuối và uống 1 chai nhỏ Yakult. Đến 21h em bắt đầu đau bụng râm ran và cơn đau càng dồn đạp đến 12h đêm. Em đau đến mức chỉ biết ôm bụng mà không thể nhúc nhích được chân tay vì quá đau. Người nhà em cũng rất vất vả mới thay được quần áo cho em để đưa em đi viện. Em có cảm giác hàng ngàn sợi chỉ đang thắt ruột gan em lại. Đến BV BS chích cho em liều giảm đau và cho siêu âm nhưng kết quả không thấy gì cả (chỉ thấy mỗi bên thận có 1 viên sỏi 4mm nhưng không ứ nước). BS nói sỏi thận không phải là lý do làm em đau và nói khả năng em bị viêm bao tử, có nói do em đang có thai nên không thể dùng thuốc đặc trị được mà chỉ cho thuốc tạm thôi. Em muốn hỏi như sau: 1. Danh sách thuốc BS kê có ảnh hưởng đến em bé trong bụng em không: - ****** (trong HDSD có ghi ""An toàn của ****** trên phụ nữ có thai chưa được thiết lập"") - ******* (*******************, ****************) - ************** 2. Các xét nghiệm/siêu âm/nội soi cần thiết nào cho em mà vẫn an toàn với thai nhi? Em cảm ơn nhiều!"
2,2,"37.txt,48.txt",911,"Hỏi : Bé nhà mình là bé trai, khi bé đc 20 ngày tuổi mình mới phát hiện tai phải bé không có lỗ tai, vẫn có vành tai đầy đủ, mình có đưa bé đi khám ở 1 vài nơi nhưng vì bé còn quá nhỏ nên bs chỉ nhìn bên ngoài và đo âm tai còn lại. Bé nay đã 2 tuổi, nghe nói bình thường, mọi sinh hoạt bình thường, phát triển đều, nhưng mình cảm thấy thật sự lo lắng vì bên tai ko có lỗ kia vành tai không phát triển đều, nó nhỏ hơn tai còn lại. Ngược lại, bên tai trái thì rất to và vành tai đẹp. Mình cũng để ý con xem có phản ứng khi mình gọi không và bé vẫn nghe bìng thường, kể cả khi sắp ngủ mình nói nhỏ bé vẫn nghe và mở mắt nhìn. Mình rất lo lắng về tai của bé, sợ sau này sẽ ảnh hưởng đến sự phát triển của bé và bé bị trêu chọc. Y học hiện nay đã có nghiên cứu gì về trường hợp như thế này chưa nhủ các bạn. Mình có cách gì kiểm tra việc nghe của bé thường xuyên để theo dõi không? Mọi người cho mình xin ý kiến nhé!"
2,2,"55.txt,93.txt",835,"em năm nay 22 tuổi, đợt vừa rồi có đi khám sức khỏe có đo HA là 160/70 mmHg, sau đó đo lại là HA: 170/60 mmHg, đo lại lần nữa là HA: 150/60 mmHg, nhưng lúc đó em cảm thấy hồi hợp, cảm giác rợn người, em có mua máy đo HA điện tử về nhà, tự đo thì HA bình thường, em đo rất nhiều lần, em học y nên kĩ thuật có thể nói là chính xác, nhưng cứ có người đo cho em thì nó HA nhịp tim đều tăng và có cùng một cảm giác rợn người, hồi hộp, cảm nhận được tim đập rất mạnh, em có đi khám ở ĐHYD làm rất nhiều XN nhưng tất cả đều bình thường và không tìm ra nguyên nhân, sau đó bs có hẹn 1 tuần tái khám nhưng do dịch nên không đi được, em muốn hỏi, tình trạng của em có phải là tăng HA thật sự không ạ? Em cảm thấy rất hoang mang, bởi vì khi tự đo, ngồi một mình, thì cảm giác đó không có và huyết áp của em mỗi lần đo đều bình thường. Em cảm ơn ạ"
2,2,"22.txt,69.txt",637,"Câu hỏi từ người dùng : Dạ em có một người, hiện tại bạn ấy đang nổi những nét nhẹ nhàng nhẹ nhàng rất đến và khắp nơi, bạn em nổi quanh năm ạ. Những thuốc giảm đau nổi bật rất khó chịu và tư vấn, được biết bạn đã từng đi chữa trị và sử dụng rất nhiều thuốc nhưng không đỡ ạ. Mẹ của bạn cũng là người nên Yên tĩnh chắc chắn là dây truyền tải. Cả hai người đều không phải dị ứng thời tiết hay thức ăn, nó có thể nổi lên mọi lúc. Mọi người cho em hỏi là bệnh này là bệnh gì ạ và để lâu có bệnh nặng hay ảnh hưởng nghiêm trọng gì không ạ. Mọi người cho em xin ý kiến ​​​​​​​và có cách nào để giải quyết cho em không ạ. Em cảm ơn rất nhiều ."
2,2,"80.txt,95.txt",458,"Sự hình thành hạt tophi: Khi mới hình thành hạt tophi có màu trắng, nhỏ, mềm, có thể di động. Về sau, lượng axit urictăng nhanh, tích tụ nhiều sẽ khiến hạt lớn dần lên thành cục u cứng, cố định ở một vị trí.Tại vùng nổi hạt tophi có hiện tượng sưng, tấy đỏ. Tích tụ nhiều sẽ khiến cho những khối u này lớn dần lên, cản trở vận động. Nếu không được xử lý kịp thời, hạt tophi bị vỡ ra có thể gây hoại tử, biến dạng xương khớp, gây nhiễm trùng máu, rất khó lành"
2,2,"41.txt,59.txt",424,"Hầu hết thiếu niên (80%) bị mụn trứng cá, một số trường hợp có thể kéo dài đến tuổi trưởng thành. Bạn điều trị theo chỉ định của bác sỹ chuyên khoa da liễu nhưng không rõ dùng thuốc gì. Nhưng về nguyên tắc khi điều trị thì bệnh sẽ ổn định, ngừng điều trị thì khả năng bệnh sẽ tái phát vì ngoài các yếu tố kể trên, bệnh còn liên quan đến nhiều yếu tố như yếu tố nội tiết, cơ địa, nghề nghiệp, do thói quen chà xát và nặn mụn…"
2,2,"75.txt,84.txt",419,"Chào bạn! Nấm bẹn là một dạng nhiễm nấm thường là do Trichophyton rubrum hoặc là T. mentagrophytes. Các yếu tố nguy cơ chính liên quan đến môi trường ẩm ướt (thời tiết nóng, quần áo ướt và chật, chứng béo phì do có nhiều nếp gấp da). Bệnh do nhiễm nấm da mà thành nên để điều trị nấm bẹn bạn phải được sử dụng thuốc kháng nấm dạng bôi hoặc dạng uống theo chỉ định của bác sĩ da liễu với liệu trình điều trị từ 1-4 tuần."
2,2,"12.txt,48.txt",369,"Chào bạn, trước hết xin được chia sẻ về sự lo lắng đôi chút về tình trạng của bé hiện này, về tình trạng bé mắc phải là dị tật thiểu sản vành tai và tịt ống tai ngoài bẩm sinh. Rất may mắn, cấu trúc tai trong đảm nhận chức năng thần kinh thính giác của con thường vẫn phát triển tốt. Việc bé phản xạ được âm thanh là nhờ sự bù trừ tuyệt vời từ chiếc tai trái khỏe mạnh."
2,2,"21.txt,79.txt",360,"Tình trạng lắng đọng của protein amyloid trong bệnh thoái hóa tinh bột có thể khu trú ở bất kỳ cơ quan nào trong cơ thể, chẳng hạn như phổi, da, bàng quang hoặc ruột hay có thể là toàn thân. Đây cũng là dạng phổ biến nhất. Mặc dù bệnh thoái hóa tinh bột không được xếp thành một loại ung thư, bệnh lại có thể liên quan đến một số bệnh ung thư máu như đa u tủy."
2,2,"6.txt,11.txt",356,"Khoảng 1 tháng trước nhập viện, bệnh nhân bị ngã và được chẩn đoán xuất huyết dưới nhện. Chụp cắt lớp vi tính sọ não cho hình ảnh xuất huyết dưới nhện vùng trán phải, bầm dập nhu mô vùng trán phải và trán - thái dương phải, kèm một lớp dịch dưới màng cứng mỏng vùng thùy trán phải, nghĩ nhiều đến nang màng nhện hoặc tụ dịch/tụ máu dưới màng cứng mạn tính."
2,2,"49.txt,65.txt",355,Tiêm ************** nội thương tổn được chỉ định trong rụng tóc từng vùng khi diện tích thương tổn dưới 50% diện tích da đầu. Tiêm nhắc lại sau mỗi 4-6 tuần. Corticosteroid bôi tại chỗ thường được chỉ định cho trẻ em. Các thuốc hay dùng là kem *************************** hai lần một ngày hoặc ************************************ (corticoid mức độ mạnh).
2,2,"49.txt,65.txt",322,"Các chất gây mẫn cảm như diphenylcyclopropenone (diphencyprone) và dinitrochlorobenzene được quét lên vùng rụng tóc, chúng sẽ gây viêm da tiếp xúc dị ứng ở vùng điều trị, có thể sử dụng 01 lần/tuần trên vùng rụng tóc trong 06 tháng. Các tác dụng phụ bao gồm viêm da tiếp xúc, mày đay, bất thường sắc tố (gồm cả bạch biến)."
2,2,"72.txt,98.txt",318,"Theo lời kể bệnh nhân bị trầm cảm ngày càng nặng , vài tháng trước có các giai đoạn giống hưng cảm biểu hiện bằng tăng hoạt động và giảm nhu cầu ngủ 3-4 ngày, trong vài tuần nay và có ý định tự tử. Thuốc kê đơn không dùng đều đặn x5-6 ngày, bắt đầu dùng suboxone 3 tuần trước vì rẻ hơn, dừng dùng suboxone ngày hôm qua"
2,2,"6.txt,11.txt",310,"Cận lâm sàng: CT sọ não trước đó ghi nhận xuất huyết dưới nhện vùng trán phải.Bầm dập nhu mô vùng trán phải và trán - thái dương phải.Lớp dịch dưới màng cứng mỏng vùng thùy trán phải, nghĩ đến nang màng nhện hoặc tụ máu dưới màng cứng mạn tính.Tụ máu ngoài màng cứng phải cấp tính trên nền tổn thương mạn tính."
2,2,"80.txt,95.txt",291,"Chào bác sĩ, ông em năm nay 70 tuổi, bị bệnh gút hai năm nay, cũng điều trị mấy tháng khỏi đau rồi không uống thuốc nữa, mà gần đây xuất hiện hạt nhỏ màu trắng trên da chỗ mấy khớp ngón tay với ngón chân. Cho em hỏi tại sao ông em bị như vậy, có bị nguy hiểm không, nhờ bác sĩ tư vấn giúp ạ?"
2,2,"37.txt,48.txt",263,"Bé hai tuổi đã có thể đo thính lực rất chính xác. Bạn nên đưa con đến các bệnh viện lớn có chuyên khoa Tai mũi họng nhi để đánh giá lại toàn diện. Gia đình hãy cứ lạc quan chăm sóc bé như bình thường, lộ trình điều trị phía trước rất rõ ràng và hoàn toàn khả thi."
2,2,"12.txt,15.txt",258,"- Cách nhập viện 5 ngày, bệnh nhân phát hiện một tổn thương đơn độc vùng âm hộ phải. Sau đó được bác sĩ điều trị khám và tăng liều cotrimoxazol, đồng thời bổ sung doxycyclin do nghi ngờ viêm mô tế bào. Bệnh nhân thấy ban đỏ quanh tổn thương giảm sau điều trị"
2,2,"7.txt,9.txt",244,"Hiện tại chưa có đủ nghiên cứu về việc sử dụng ********** trên phụ nữ mang thai. Mặc dù chưa khẳng định được thuốc có qua nhau thai hay không nhưng hấp thu của ********** qua ruột bị hạn chế, do đó làm giảm khả năng phơi nhiễm đối với thai nhi."
2,2,"55.txt,93.txt",227,- Khi ở trong tâm trạng lo âu căng thẳng thì huyết áp tăng lên đáng kể và sẽ trở lại bình thường sau khi thoải mái thư giãn. Vì thế khi đi khám bệnh huyết áp thường hơi cao hơn khi đo ở nhà do đó nên nghỉ vài phút trước khi đo.
2,2,"16.txt,20.txt",208,"Bệnh dại do Lyssavirus, thuộc họ Lyssaviridae gây ra. Sau khi xâm nhập vào cơ thể người và động vật có vú, virus di chuyển theo hệ thần kinh vào tủy sống và não, phá hủy các trung khu thần kinh trong đại não,"
2,2,"16.txt,20.txt",199,việc lây bệnh qua không khí này đã được ghi nhận tại 4 báo cáo về ca mắc bệnh dại ở người và liên quan tới công việc thí nghiệm với động vật. Tuy nhiên các ca mắc dạng này chưa ghi nhận tại Việt Nam.
2,2,"6.txt,11.txt",195,"Trong thời gian sau đó, bệnh nhân tương đối ổn định nhưng vẫn còn đau đầu vùng thái dương phải và đỉnh đầu, kèm cảm giác tê bì nửa mặt phải, đặc biệt vùng trán phải và da đầu phải từ sau lần ngã."
2,2,"75.txt,84.txt",190,"• Giữ vùng bẹn khô thoáng: nên lau khô vùng bẹn sau khi tắm hoặc tập thể dục để giữ cho vùng này được khô thoáng. Nếu cơ thể tiết quá nhiều mồ hôi, có thể sử dụng bột để giảm độ ẩm vùng bẹn."
2,2,"80.txt,95.txt",189,"Với những mô tả của bạn thì ông bạn đã bị bệnhgout, dạo gần đây không điều trị thường xuyên, và hình thành những hạt nhỏ ở vùng khớp như hình ảnh, đây là hạt tophi trong bệnh gout mạn tính."
2,2,"16.txt,20.txt",188,"Cho em hỏi em có bị thương nhẹ ở tay nhưng bị chảy máu,sau đó khoảng 10 phút em có chơi với 1 con chó con nhà em (chó chưa tiêm dại) tuổi có có dính nước dãi của chó con vào tay."
2,2,"69.txt,71.txt",188,Chẩn đoán: Phẫu thuật cắt cụt chân trái bên trên gối và cắt cụt chân phải bên dưới gối / biến chứng thuyên tắc phổi hai bên - nhiễm trùng chi dưới bên phải do Enterococcus kháng vancomycin
2,2,"6.txt,11.txt",188,"Ngày vào viện, buổi sáng bệnh nhân thức dậy tỉnh táo, sinh hoạt bình thường, ăn sáng, đọc báo và sử dụng máy tính. Đến cuối buổi sáng, khi đang đi trong nhà, bệnh nhân nói muốn đi vệ sinh."
2,2,"56.txt,68.txt",185,- Đo sức bền cơ tim bằng đồng vị phóng xạ kết quả có dị tật cố định vùng trước vách và vách dưới với giảm chức năng tâm thu thất trái nghiêm trọng kèm theo rối loạn chức năng thất trái.
2,2,"7.txt,9.txt",178,Nhôm hydroxid và magie hydroxid có thể sử dụng được cho phụ nữ mang thai để điều trị triệu chứng ợ nóng hoặc trào ngược dạ dày thực quản và cần sử dụng trong mức liều khuyến cáo.
2,2,"75.txt,84.txt",176,"• Không dùng chung đồ dùng cá nhân: không nên cho người khác mượn áo quần, khăn tắm và các đồ dùng cá nhân khác của mình, cũng như tránh đi mượn đồ dùng cá nhân của người khác."
2,2,"16.txt,20.txt",172,"Bệnh dại chỉ không chỉ lây qua vết cắn của động vật. Đường lây bệnh dại phổ biến nhất là do bị động vật dại cắn. Bệnh dại còn có thể lây truyền từ nước bọt của chó, mèo dại"
2,2,"46.txt,97.txt",169,"Bệnh nhân kể cảm thấy khó chịu mệt mỏi nhiều, ăn không ngon miệng, ngứa da toàn thân nhiều, và mất trí nhớ chi tiết, khó thở khi gắng sức. Tuần qua có buồn nôn, và nôn ."
2,2,"49.txt,65.txt",169,Em bị bệnh rụng tóc từng mảng. Mong bác cho cách điều trị được không ạ? Em bị 05 năm rùi điều trị nhiều thuốc và bệnh viện rùi mà đến nay vẫn không hết. Cảm ơn Bác sỹ ạ!
2,2,"39.txt,47.txt",163,"- Bệnh nhân nhập viện, quá trình điều trị biến chứng bởi Viêm phổi bệnh viện và rung nhĩ và nhịp nhanh trên thất, sau đó xuất viện về trung tâm phục hồi chức năng."
